epoch,train_loss,train_acc,val_loss,val_acc,lr,time_sec
1,1.3797930479049683,0.25,1.3638160526752472,0.25,0.001,5.90021276473999
2,1.3467140346765518,0.25,1.3324896395206451,0.25,0.001,5.976348400115967
