epoch,train_loss,train_acc,val_loss,val_acc,lr,time_sec
1,1.3908245861530304,0.25,1.3659095168113708,0.375,0.001,4.0352866649627686
2,1.3612232953310013,0.375,1.3389888107776642,0.5,0.001,4.03277325630188
