epoch,train_loss,train_acc,val_loss,val_acc,lr,time_sec
1,1.4046712219715118,0.25,1.3546418845653534,0.25,0.001,3.1532037258148193
2,1.3370340764522552,0.25,1.306382179260254,0.25,0.001,3.1632590293884277
