epoch,train_loss,train_acc,val_loss,val_acc,lr,time_sec
1,1.4071752578020096,0.21875,1.37674018740654,0.4375,0.001,2.2310643196105957
2,1.3764717131853104,0.4375,1.3602583706378937,0.4375,0.001,2.1888437271118164
